PRICEGROUP,SUBSIDIARYID,PRICERULEID,PRODUCTID
INK-OTHER-ATTACHED,3,2,284940
INK-OTHER-ATTACHED,3,2,284914
INK-OTHER-ATTACHED,3,2,284983
INK-OTHER-ATTACHED,3,2,284952
INK-OTHER-ATTACHED,3,2,227716
INK-OTHER-ATTACHED,3,2,227738
INK-OTHER-ATTACHED,3,2,227726
INK-OTHER-ATTACHED,3,2,451842
INK-OTHER-ATTACHED,3,2,451838
INK-OTHER-ATTACHED,3,2,492759
IPS-SEG-HOOG,3,2,664610
IPS-SEG-HOOG,3,2,686649
IPS-SEG-HOOG,3,2,686929
INK-OTHER-ATTACHED,3,2,687028
INK-OTHER-ATTACHED,3,2,71479
INK-OTHER-ATTACHED,3,2,88117
INK-OTHER-ATTACHED,3,2,88119
INK-OTHER-ATTACHED,3,2,88121
INK-OTHER-ATTACHED,3,2,88122
INK-OTHER-ATTACHED,3,2,88123
INK-OTHER-ATTACHED,3,2,88124
INK-OTHER-ATTACHED,3,2,88125
INK-OTHER-ATTACHED,3,2,61910
INK-OTHER-ATTACHED,3,2,61911
INK-OTHER-ATTACHED,3,2,61914
INK-OTHER-ATTACHED,3,2,107704
INK-OTHER-ATTACHED,3,2,107705
INK-OTHER-ATTACHED,3,2,107709
INK-OTHER-ATTACHED,3,2,155860
INK-OTHER-ATTACHED,3,2,155861
INK-OTHER-ATTACHED,3,2,155865
INK-OTHER-ATTACHED,3,2,155867
INK-OTHER-ATTACHED,3,2,155868
INK-OTHER-ATTACHED,3,2,155869
INK-OTHER-ATTACHED,3,2,155870
INK-OTHER-ATTACHED,3,2,155871
INK-OTHER-ATTACHED,3,2,155872
INK-OTHER-ATTACHED,3,2,660283
INK-OTHER-ATTACHED,3,2,660287
INK-OTHER-ATTACHED,3,2,660292
INK-OTHER-ATTACHED,3,2,686653
INK-OTHER-ATTACHED,3,2,686650
INK-OTHER-ATTACHED,3,2,686652
INK-OTHER-ATTACHED,3,2,686654
INK-OTHER-ATTACHED,3,2,686659
INK-OTHER-ATTACHED,3,2,686657
INK-OTHER-ATTACHED,3,2,686655
INK-OTHER-ATTACHED,3,2,686656
INK-OTHER-ATTACHED,3,2,660311
INK-OTHER-ATTACHED,3,2,660313
INK-OTHER-ATTACHED,3,2,660314
INK-OTHER-ATTACHED,3,2,660316
INK-OTHER-ATTACHED,3,2,660320
INK-OTHER-ATTACHED,3,2,660322
INK-OTHER-ATTACHED,3,2,660327
INK-OTHER-ATTACHED,3,2,660332
INK-OTHER-ATTACHED,3,2,122929
INK-OTHER-ATTACHED,3,2,122930
INK-OTHER-ATTACHED,3,2,122931
INK-OTHER-ATTACHED,3,2,122933
INK-OTHER-ATTACHED,3,2,122935
INK-OTHER-ATTACHED,3,2,122942
INK-OTHER-ATTACHED,3,2,122944
INK-OTHER-ATTACHED,3,2,122948
INK-OTHER-ATTACHED,3,2,169876
INK-OTHER-ATTACHED,3,2,169882
INK-OTHER-ATTACHED,3,2,169892
INK-OTHER-ATTACHED,3,2,169897
INK-OTHER-ATTACHED,3,2,166054
INK-OTHER-ATTACHED,3,2,166057
INK-OTHER-ATTACHED,3,2,166062
INK-OTHER-ATTACHED,3,2,166044
INK-OTHER-ATTACHED,3,2,166049
INK-OTHER-ATTACHED,3,2,166051
INK-OTHER-ATTACHED,3,2,166052
INK-OTHER-ATTACHED,3,2,559938
INK-OTHER-ATTACHED,3,2,559940
INK-OTHER-ATTACHED,3,2,559960
INK-OTHER-ATTACHED,3,2,559962
INK-OTHER-ATTACHED,3,2,559927
INK-OTHER-ATTACHED,3,2,559929
INK-OTHER-ATTACHED,3,2,559936
INK-OTHER-ATTACHED,3,2,559937
INK-OTHER-ATTACHED,3,2,575683
INK-OTHER-ATTACHED,3,2,559897
INK-OTHER-ATTACHED,3,2,687004
INK-OTHER-ATTACHED,3,2,687011
INK-OTHER-ATTACHED,3,2,687014
INK-OTHER-ATTACHED,3,2,687018
INK-OTHER-ATTACHED,3,2,687020
INK-OTHER-ATTACHED,3,2,687025
INK-OTHER-ATTACHED,3,2,687026
IPS-BSINK,3,1,723214
IPS-SEG-MID2,3,1,561613
IPS-SEG-HOOG,3,2,560860
IPS-SEG-HOOG,3,2,561623
IPS-SEG-HOOG,3,2,560968
IPS-SEG-HOOG,3,2,561047
IPS-BSINK,3,1,723215
IPS-BSINK,3,1,717591
TONER-OTHER-ATTACHED,3,2,92909
INK-HP-ATTACHED,3,2,468908
INK-HP-ATTACHED,3,2,468497
TONER-OTHER-ATTACHED,3,2,91812
TONER-OTHER-ATTACHED,3,2,84889
TONER-OTHER-ATTACHED,3,2,543529
TONER-OTHER-ATTACHED,3,2,189188
TONER-OTHER-ATTACHED,3,2,92922
TONER-OTHER-ATTACHED,3,2,125126
TONER-OTHER-ATTACHED,3,2,493399
INK-HP-ATTACHED,3,2,468433
TONER-OTHER-ATTACHED,3,2,493400
TONER-OTHER-ATTACHED,3,2,62565
INK-HP-ATTACHED,3,2,468399
INK-HP-ATTACHED,3,2,469287
INK-HP-ATTACHED,3,2,726916
TONER-OTHER-ATTACHED,3,2,61716
TONER-OTHER-ATTACHED,3,2,92921
TONER-OTHER-ATTACHED,3,2,52803
TONER-OTHER-ATTACHED,3,2,596973
INK-HP-ATTACHED,3,2,726917
INK-HP-ATTACHED,3,2,726919
TONER-OTHER-ATTACHED,3,2,596880
TONER-OTHER-ATTACHED,3,2,52806
TONER-OTHER-ATTACHED,3,2,84892
TONER-OTHER-ATTACHED,3,2,84890
TONER-HP-ATTACHED,3,2,346215
INK-HP-ATTACHED,3,2,455801
INK-HP-ATTACHED,3,2,52989
INK-HP-ATTACHED,3,2,468529
INK-HP-ATTACHED,3,2,53472
INK-HP-PRIMARY,3,2,53043
INK-HP-ATTACHED,3,2,53044
TONER-OTHER-ATTACHED,3,2,654433
INK-HP-PRIMARY,3,2,468841
TONER-HP-ATTACHED,3,2,469754
TONER-OTHER-PRIMARY,3,2,54513
TONER-OTHER-ATTACHED,3,2,493397
TONER-OTHER-ATTACHED,3,2,493392
TONER-OTHER-ATTACHED,3,2,124958
TONER-OTHER-ATTACHED,3,2,236746
TONER-OTHER-ATTACHED,3,2,91810
TONER-OTHER-ATTACHED,3,2,529617
TONER-OTHER-ATTACHED,3,2,493389
TONER-HP-ATTACHED,3,2,53119
TONER-HP-ATTACHED,3,2,469739
TONER-OTHER-ATTACHED,3,2,654444
INK-HP-ATTACHED,3,2,455787
INK-HP-ATTACHED,3,2,53881
INK-HP-ATTACHED,3,2,469354
TONER-HP-ATTACHED,3,2,345764
TONER-HP-ATTACHED,3,2,346065
TONER-HP-ATTACHED,3,2,345960
TONER-OTHER-ATTACHED,3,2,571668
INK-HP-ATTACHED,3,2,410676
INK-HP-ATTACHED,3,2,410686
TONER-HP-ATTACHED,3,2,469731
TONER-OTHER-ATTACHED,3,2,236753
INK-HP-ATTACHED,3,2,53748
TONER-HP-ATTACHED,3,2,202729
TONER-OTHER-ATTACHED,3,2,84891
INK-HP-ATTACHED,3,2,721618
INK-HP-ATTACHED,3,2,721614
INK-HP-ATTACHED,3,2,721616
INK-HP-ATTACHED,3,2,169989
INK-HP-ATTACHED,3,2,73318
INK-HP-ATTACHED,3,2,73319
INK-HP-ATTACHED,3,2,73320
INK-HP-PRIMARY,3,2,111976
INK-HP-ATTACHED,3,2,724968
INK-HP-ATTACHED,3,2,724971
INK-HP-ATTACHED,3,2,724970
TONER-HP-ATTACHED,3,2,609441
TONER-HP-ATTACHED,3,2,609444
TONER-HP-ATTACHED,3,2,609448
IPS-BSINK,3,1,717593
IPS-BSINK,3,1,717585
IPS-BSINK,3,1,723219
IPS-BSINK,3,1,717587
IPS-BSINK,3,1,723217
TONER-OTHER-ATTACHED,3,2,529590
TONER-HP-ATTACHED,3,2,198736
IPS-SEG-MID2,3,1,726450
INK-OTHER-ATTACHED,3,2,92646
INK-OTHER-ATTACHED,3,2,92644
INK-OTHER-ATTACHED,3,2,92640
INK-OTHER-PRIMARY,3,2,607649
INK-OTHER-PRIMARY,3,2,607664
TONER-HP-ATTACHED,3,2,610551
TONER-HP-ATTACHED,3,2,202736
TONER-HP-ATTACHED,3,2,346482
TONER-HP-ATTACHED,3,2,610552
TONER-HP-ATTACHED,3,2,610553
TONER-HP-ATTACHED,3,2,346451
TONER-OTHER-PRIMARY,3,2,236766
TONER-OTHER-ATTACHED,3,2,493387
TONER-OTHER-ATTACHED,3,2,411227
TONER-HP-ATTACHED,3,2,227256
TONER-HP-ATTACHED,3,2,244971
TONER-OTHER-ATTACHED,3,2,411260
TONER-HP-ATTACHED,3,2,70744
INK-OTHER-ATTACHED,3,2,693935
INK-OTHER-PRIMARY,3,2,532165
INK-OTHER-ATTACHED,3,2,532167
TONER-HP-ATTACHED,3,2,80446
TONER-OTHER-ATTACHED,3,2,596976
TONER-OTHER-ATTACHED,3,2,382417
TONER-HP-ATTACHED,3,2,705246
TONER-HP-ATTACHED,3,2,346305
TONER-HP-ATTACHED,3,2,705250
TONER-HP-ATTACHED,3,2,705255
TONER-HP-ATTACHED,3,2,705256
TONER-HP-ATTACHED,3,2,705257
TONER-HP-ATTACHED,3,2,705259
TONER-HP-ATTACHED,3,2,705260
TONER-HP-ATTACHED,3,2,705261
TONER-HP-ATTACHED,3,2,705258
LES-SEG-MID,3,2,567153
LES-SEG-MID,3,2,414160
TONER-HP-ATTACHED,3,2,346379
TONER-HP-ATTACHED,3,2,346341
TONER-HP-ATTACHED,3,2,227336
TONER-HP-ATTACHED,3,2,458564
TONER-HP-ATTACHED,3,2,705252
TONER-HP-ATTACHED,3,2,227400
TONER-HP-ATTACHED,3,2,647948
TONER-HP-PRIMARY,3,2,53901
TONER-HP-ATTACHED,3,2,610670
INK-OTHER-PRIMARY,3,2,532262
INK-OTHER-PRIMARY,3,2,532271
IPS-BSINK,3,1,723184
INK-OTHER-PRIMARY,3,2,532096
INK-OTHER-PRIMARY,3,2,607636
TONER-OTHER-ATTACHED,3,2,693954
TONER-OTHER-ATTACHED,3,2,693953
TONER-OTHER-ATTACHED,3,2,693955
INK-OTHER-PRIMARY,3,2,532464
IPS-BSINK,3,1,723186
INK-OTHER-PRIMARY,3,2,532293
INK-OTHER-PRIMARY,3,2,607655
INK-OTHER-PRIMARY,3,2,532308
INK-OTHER-PRIMARY,3,2,532298
TONER-OTHER-ATTACHED,3,2,709295
TONER-OTHER-ATTACHED,3,2,709294
IPS-SEG-MID1,3,1,665870
TONER-OTHER-ATTACHED,3,2,664817
INK-OTHER-ATTACHED,3,2,64675
INK-OTHER-ATTACHED,3,2,64677
INK-OTHER-ATTACHED,3,2,64676
INK-OTHER-ATTACHED,3,2,666596
TONER-OTHER-ATTACHED,3,2,493393
TONER-OTHER-ATTACHED,3,2,235599
INK-OTHER-ATTACHED,3,2,666605
INK-OTHER-ATTACHED,3,2,666603
TONER-OTHER-ATTACHED,3,2,235595
INK-OTHER-ATTACHED,3,2,666616
TONER-OTHER-ATTACHED,3,2,715294
TONER-OTHER-PRIMARY,3,2,715296
TONER-OTHER-ATTACHED,3,2,715297
TONER-OTHER-ATTACHED,3,2,715298
TONER-OTHER-ATTACHED,3,2,715304
TONER-OTHER-ATTACHED,3,2,715301
TONER-OTHER-ATTACHED,3,2,715307
TONER-OTHER-ATTACHED,3,2,715309
TONER-OTHER-ATTACHED,3,2,382296
TONER-OTHER-ATTACHED,3,2,732571
TONER-OTHER-ATTACHED,3,2,732573
TONER-OTHER-ATTACHED,3,2,732575
TONER-OTHER-ATTACHED,3,2,733368
TONER-OTHER-ATTACHED,3,2,733372
TONER-OTHER-ATTACHED,3,2,733374
TONER-OTHER-ATTACHED,3,2,733375
TONER-OTHER-ATTACHED,3,2,733376
TONER-OTHER-ATTACHED,3,2,733378
TONER-OTHER-ATTACHED,3,2,733548
